Program "PAW_protein_grouper.py" run on Tue Oct 28 14:22:31 2025


	=SUBTOTAL(109,B6:B7422)																								
2420	1	sp|Q3TVP5|OTULL_MOUSE	 	 	 	 	7.1	353	41576	Inactive ubiquitin thioesterase OTULINL OS=Mus musculus OX=10090 GN=Otulinl PE=1 SV=1	6	6	1.000	2	1	2	1	2	1	2	1	2.000	1.000	2.000	1.000
2421	1	sp|Q3TW96|UAP1L_MOUSE	 	 	sp|Q3TW96|UAP1L_MOUSE, sp|Q6P549|SHIP2_MOUSE, sp|Q91YN5|UAP1_MOUSE	 	25.8	507	56613	UDP-N-acetylhexosamine pyrophosphorylase-like protein 1 OS=Mus musculus OX=10090 GN=Uap1l1 PE=1 SV=1	38	30	0.789	11	11	6	10	9	8	4	9	9.844	9.004	4.574	9.321
2422	1	sp|Q3TWF6|WDR70_MOUSE	 	 	 	 	5.2	657	73118	WD repeat-containing protein 70 OS=Mus musculus OX=10090 GN=Wdr70 PE=1 SV=1	5	5	1.000	1	3	0	1	1	3	0	1	1.000	3.000	0.000	1.000
2423	1	sp|Q3TWI9|CSCL2_MOUSE	 	 	 	 	4.2	832	94774	CSC1-like protein 2 OS=Mus musculus OX=10090 GN=Tmem63b PE=1 SV=1	6	6	1.000	1	1	2	2	1	1	2	2	1.000	1.000	2.000	2.000
2424	1	sp|Q3TWL2|PP4P1_MOUSE	 	 	sp|Q3TWL2|PP4P1_MOUSE, sp|Q9CZX7|PP4P2_MOUSE	 	20.8	284	30047	Type 1 phosphatidylinositol 4,5-bisphosphate 4-phosphatase OS=Mus musculus OX=10090 GN=Pip4p1 PE=1 SV=1	8	7	0.875	2	2	2	2	2	1	2	2	2.000	1.500	2.000	2.000
2425	1	sp|Q3TWW8|SRSF6_MOUSE	 	 	sp|O35326|SRSF5_MOUSE, sp|Q3TWW8|SRSF6_MOUSE, sp|Q8VE97|SRSF4_MOUSE	 	29.8	339	39025	Serine/arginine-rich splicing factor 6 OS=Mus musculus OX=10090 GN=Srsf6 PE=1 SV=1	44	29	0.659	9	13	9	13	5	9	7	8	7.198	11.443	8.103	11.111
2426	1	sp|Q3TX08|TRM1_MOUSE	 	 	 	 	13.9	663	72349	tRNA (guanine(26)-N(2))-dimethyltransferase OS=Mus musculus OX=10090 GN=Trmt1 PE=1 SV=2	25	25	1.000	8	6	4	7	8	6	4	7	8.000	6.000	4.000	7.000
2427	1	sp|Q3TXS7|PSMD1_MOUSE	 	 	 	 	43.9	953	105729	26S proteasome non-ATPase regulatory subunit 1 OS=Mus musculus OX=10090 GN=Psmd1 PE=1 SV=1	295	295	1.000	90	80	58	67	90	80	58	67	90.000	80.000	58.000	67.000
2428	1	sp|Q3TYA6|MPP8_MOUSE	 	 	 	 	5.1	858	97466	M-phase phosphoprotein 8 OS=Mus musculus OX=10090 GN=Mphosph8 PE=1 SV=1	11	11	1.000	4	1	3	3	4	1	3	3	4.000	1.000	3.000	3.000
2429	1	sp|Q3TYD6|LMTK2_MOUSE	 	 	 	 	4.7	1471	160506	Serine/threonine-protein kinase LMTK2 OS=Mus musculus OX=10090 GN=Lmtk2 PE=1 SV=3	8	8	1.000	3	1	3	1	3	1	3	1	3.000	1.000	3.000	1.000
2430	1	sp|Q3TYS2|CYBC1_MOUSE	 	 	 	 	21.9	187	20921	Cytochrome b-245 chaperone 1 OS=Mus musculus OX=10090 GN=Cybc1 PE=1 SV=2	12	12	1.000	2	1	6	3	2	1	6	3	2.000	1.000	6.000	3.000
2431	1	sp|Q3TYX3|SMYD5_MOUSE	 	 	 	 	13.0	416	47095	Protein-lysine N-trimethyltransferase SMYD5 OS=Mus musculus OX=10090 GN=Smyd5 PE=1 SV=2	14	14	1.000	4	5	2	3	4	5	2	3	4.000	5.000	2.000	3.000
2432	1	sp|Q3TZ89|SC31B_MOUSE	 	 	sp|P54071|IDHP_MOUSE, sp|Q3TZ89|SC31B_MOUSE	 	3.4	1158	125632	Protein transport protein Sec31B OS=Mus musculus OX=10090 GN=Sec31b PE=1 SV=2	35	3	0.086	13	6	7	9	0	1	0	2	0.000	1.054	0.000	2.203
2433	1	sp|Q3TZM9|ALG11_MOUSE	 	 	 	 	13.0	492	55269	GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase OS=Mus musculus OX=10090 GN=Alg11 PE=2 SV=1	23	23	1.000	7	7	4	5	7	7	4	5	7.000	7.000	4.000	5.000
2434	1	sp|Q3TZX8|NOL9_MOUSE	 	 	 	 	12.0	714	80839	Polynucleotide 5'-hydroxyl-kinase NOL9 OS=Mus musculus OX=10090 GN=Nol9 PE=1 SV=1	14	14	1.000	3	2	6	3	3	2	6	3	3.000	2.000	6.000	3.000
2435	1	sp|Q3TZZ7|ESYT2_MOUSE	 	 	 	 	22.6	845	94138	Extended synaptotagmin-2 OS=Mus musculus OX=10090 GN=Esyt2 PE=1 SV=1	54	54	1.000	17	16	13	8	17	16	13	8	17.000	16.000	13.000	8.000
2436	1	sp|Q3U0B3|DHR11_MOUSE	 	 	 	 	48.1	260	28274	Dehydrogenase/reductase SDR family member 11 OS=Mus musculus OX=10090 GN=Dhrs11 PE=1 SV=1	54	54	1.000	19	15	10	10	19	15	10	10	19.000	15.000	10.000	10.000
2437	1	sp|Q3U0J8|TBD2B_MOUSE	 	 	 	 	6.2	965	109948	TBC1 domain family member 2B OS=Mus musculus OX=10090 GN=Tbc1d2b PE=1 SV=2	13	13	1.000	3	3	1	6	3	3	1	6	3.000	3.000	1.000	6.000
2438	1	sp|Q3U0K8|OGFD1_MOUSE	 	 	 	 	2.9	545	62734	Prolyl 3-hydroxylase OGFOD1 OS=Mus musculus OX=10090 GN=Ogfod1 PE=1 SV=1	3	3	1.000	1	2	0	0	1	2	0	0	1.000	2.000	0.000	0.000
2439	1	sp|Q3U0M1|TPPC9_MOUSE	 	 	 	 	9.1	1148	128230	Trafficking protein particle complex subunit 9 OS=Mus musculus OX=10090 GN=Trappc9 PE=1 SV=2	23	23	1.000	5	9	3	6	5	9	3	6	5.000	9.000	3.000	6.000
2440	1	sp|Q3U0S6|RAIN_MOUSE	 	 	 	 	21.1	961	103557	Ras-interacting protein 1 OS=Mus musculus OX=10090 GN=Rasip1 PE=1 SV=3	31	31	1.000	7	8	8	8	7	8	8	8	7.000	8.000	8.000	8.000
2441	1	sp|Q3U0V1|FUBP2_MOUSE	 	 	sp|Q3U0V1|FUBP2_MOUSE, sp|Q91WJ8|FUBP1_MOUSE, tr|A2AJ72|A2AJ72_MOUSE	 	45.2	748	76775	Far upstream element-binding protein 2 OS=Mus musculus OX=10090 GN=Khsrp PE=1 SV=2	161	136	0.845	40	37	47	37	35	33	37	31	38.517	35.850	43.965	35.177
2442	1	sp|Q3U0V2|TRADD_MOUSE	 	 	 	 	30.3	310	34577	Tumor necrosis factor receptor type 1-associated DEATH domain protein OS=Mus musculus OX=10090 GN=Tradd PE=1 SV=1	18	18	1.000	2	8	4	4	2	8	4	4	2.000	8.000	4.000	4.000
2443	1	sp|Q3U182|CRTC2_MOUSE	 	 	 	 	8.7	692	73215	CREB-regulated transcription coactivator 2 OS=Mus musculus OX=10090 GN=Crtc2 PE=1 SV=2	6	6	1.000	1	4	1	0	1	4	1	0	1.000	4.000	1.000	0.000
2444	1	sp|Q3U186|SYRM_MOUSE	 	 	 	 	44.8	578	65335	Probable arginine--tRNA ligase, mitochondrial OS=Mus musculus OX=10090 GN=Rars2 PE=1 SV=1	102	102	1.000	29	25	28	20	29	25	28	20	29.000	25.000	28.000	20.000
2445	1	sp|Q3U1C4|SEBP2_MOUSE	 	 	 	 	7.3	858	94813	Selenocysteine insertion sequence-binding protein 2 OS=Mus musculus OX=10090 GN=Secisbp2 PE=2 SV=1	8	8	1.000	3	1	2	2	3	1	2	2	3.000	1.000	2.000	2.000
2446	1	sp|Q3U1C6|TATD3_MOUSE	 	 	 	 	27.6	294	32436	Putative deoxyribonuclease TATDN3 OS=Mus musculus OX=10090 GN=Tatdn3 PE=1 SV=1	10	10	1.000	1	2	4	3	1	2	4	3	1.000	2.000	4.000	3.000
2447	1	sp|Q3U1F9|PHAG1_MOUSE	 	 	 	 	12.6	429	46549	Phosphoprotein associated with glycosphingolipid-enriched microdomains 1 OS=Mus musculus OX=10090 GN=Pag1 PE=1 SV=2	5	5	1.000	0	1	4	0	0	1	4	0	0.000	1.000	4.000	0.000
2448	1	sp|Q3U1G5|I20L2_MOUSE	 	 	sp|Q3U1G5|I20L2_MOUSE, sp|Q61789|LAMA3_MOUSE	 	20.1	368	41019	Interferon-stimulated 20 kDa exonuclease-like 2 OS=Mus musculus OX=10090 GN=Isg20l2 PE=1 SV=2	14	13	0.929	3	3	6	2	3	3	5	2	3.000	3.000	5.714	2.000
2449	1	sp|Q3U1J4|DDB1_MOUSE	 	 	 	 	39.6	1140	126851	DNA damage-binding protein 1 OS=Mus musculus OX=10090 GN=Ddb1 PE=1 SV=2	270	270	1.000	73	66	77	54	73	66	77	54	73.000	66.000	77.000	54.000
2450	1	sp|Q3U1N2|SRBP2_MOUSE	 	 	 	 	5.1	1130	122909	Sterol regulatory element-binding protein 2 OS=Mus musculus OX=10090 GN=Srebf2 PE=1 SV=2	7	7	1.000	2	3	1	1	2	3	1	1	2.000	3.000	1.000	1.000
2451	1	sp|Q3U1T9|DEN1B_MOUSE	 	 	 	 	5.5	766	85525	DENN domain-containing protein 1B OS=Mus musculus OX=10090 GN=Dennd1b PE=1 SV=3	5	5	1.000	0	2	2	1	0	2	2	1	0.000	2.000	2.000	1.000
2452	1	sp|Q3U1V6|UEVLD_MOUSE	 	 	 	 	17.8	471	51681	Ubiquitin-conjugating enzyme E2 variant 3 OS=Mus musculus OX=10090 GN=Uevld PE=1 SV=1	16	16	1.000	5	6	4	1	5	6	4	1	5.000	6.000	4.000	1.000
2453	1	sp|Q3U1Y4|DEN4B_MOUSE	 	 	 	 	2.5	1499	164738	DENN domain-containing protein 4B OS=Mus musculus OX=10090 GN=Dennd4b PE=1 SV=2	3	3	1.000	1	0	2	0	1	0	2	0	1.000	0.000	2.000	0.000
2454	1	sp|Q3U213|SRAC1_MOUSE	 	 	 	 	5.5	654	73987	Protein SERAC1 OS=Mus musculus OX=10090 GN=Serac1 PE=2 SV=1	8	8	1.000	2	3	1	2	2	3	1	2	2.000	3.000	1.000	2.000
2455	1	sp|Q3U214|MAST3_MOUSE	 	 	sp|O55047|TLK2_MOUSE, sp|P18653|KS6A1_MOUSE, sp|P18654|KS6A3_MOUSE, sp|Q3U214|MAST3_MOUSE, sp|Q60592|MAST2_MOUSE, sp|Q811L6|MAST4_MOUSE, sp|Q8C0V0|TLK1_MOUSE, sp|Q9R1L5|MAST1_MOUSE	 	2.3	1321	144172	Microtubule-associated serine/threonine-protein kinase 3 OS=Mus musculus OX=10090 GN=Mast3 PE=1 SV=3	9	3	0.333	1	1	4	3	0	0	2	1	0.000	0.000	2.286	1.125
2456	1	sp|Q3U276|SDHF1_MOUSE	 	 	 	 	33.1	118	13142	Succinate dehydrogenase assembly factor 1, mitochondrial OS=Mus musculus OX=10090 GN=Sdhaf1 PE=1 SV=1	17	17	1.000	1	7	5	4	1	7	5	4	1.000	7.000	5.000	4.000
2457	1	sp|Q3U2A8|SYVM_MOUSE	 	 	 	 	20.1	1060	118460	Valine--tRNA ligase, mitochondrial OS=Mus musculus OX=10090 GN=Vars2 PE=1 SV=2	38	38	1.000	8	9	9	12	8	9	9	12	8.000	9.000	9.000	12.000
2458	1	sp|Q3U2C5|RN149_MOUSE	 	 	 	 	15.0	394	42552	E3 ubiquitin-protein ligase RNF149 OS=Mus musculus OX=10090 GN=Rnf149 PE=1 SV=3	16	16	1.000	3	6	2	5	3	6	2	5	3.000	6.000	2.000	5.000
2459	1	sp|Q3U2I3|FHI1B_MOUSE	 	 	 	 	8.2	975	106540	FHF complex subunit HOOK-interacting protein 1B OS=Mus musculus OX=10090 GN=Fhip1b PE=1 SV=2	9	9	1.000	3	1	4	1	3	1	4	1	3.000	1.000	4.000	1.000
2460	1	sp|Q3U2P1|SC24A_MOUSE	 	 	sp|Q3U2P1|SC24A_MOUSE, tr|Q80ZX0|Q80ZX0_MOUSE	 	29.0	1090	118781	Protein transport protein Sec24A OS=Mus musculus OX=10090 GN=Sec24a PE=1 SV=1	228	223	0.978	63	69	51	45	62	68	49	44	62.738	68.773	50.463	44.733
2461	1	sp|Q3U2U7|MET17_MOUSE	 	 	 	 	12.6	461	52060	Ribosome assembly protein METTL17, mitochondrial OS=Mus musculus OX=10090 GN=Mettl17 PE=1 SV=2	13	13	1.000	3	2	5	3	3	2	5	3	3.000	2.000	5.000	3.000
2462	1	sp|Q3U308|CTU2_MOUSE	 	 	 	 	15.6	514	56104	Cytoplasmic tRNA 2-thiolation protein 2 OS=Mus musculus OX=10090 GN=Ctu2 PE=1 SV=1	15	15	1.000	4	2	3	6	4	2	3	6	4.000	2.000	3.000	6.000
2463	1	sp|Q3U319|BRE1B_MOUSE	 	 	 	 	12.9	1001	113966	E3 ubiquitin-protein ligase BRE1B OS=Mus musculus OX=10090 GN=Rnf40 PE=1 SV=2	24	24	1.000	7	3	7	7	7	3	7	7	7.000	3.000	7.000	7.000
2464	1	sp|Q3U3C9|GSE1_MOUSE	 	 	 	 	3.6	1213	136226	Genetic suppressor element 1 OS=Mus musculus OX=10090 GN=Gse1 PE=1 SV=2	5	5	1.000	2	1	1	1	2	1	1	1	2.000	1.000	1.000	1.000
2465	1	sp|Q3U3I9|ZN865_MOUSE	 	 	 	 	2.1	1058	111674	Zinc finger protein 865 OS=Mus musculus OX=10090 GN=Znf865 PE=2 SV=1	3	3	1.000	1	2	0	0	1	2	0	0	1.000	2.000	0.000	0.000
2466	1	sp|Q3U3Q1|ULK3_MOUSE	 	 	 	 	5.7	472	53571	Serine/threonine-protein kinase ULK3 OS=Mus musculus OX=10090 GN=Ulk3 PE=2 SV=1	7	7	1.000	2	0	3	2	2	0	3	2	2.000	0.000	3.000	2.000
2467	1	sp|Q3U3R4|LMF1_MOUSE	 	 	 	 	27.0	574	65877	Lipase maturation factor 1 OS=Mus musculus OX=10090 GN=Lmf1 PE=1 SV=1	66	66	1.000	15	23	15	13	15	23	15	13	15.000	23.000	15.000	13.000
2468	1	sp|Q3U3W5|ANM9_MOUSE	 	 	 	 	8.7	846	94219	Protein arginine N-methyltransferase 9 OS=Mus musculus OX=10090 GN=Prmt9 PE=2 SV=2	12	12	1.000	3	3	4	2	3	3	4	2	3.000	3.000	4.000	2.000
2469	1	sp|Q3U487|HECD3_MOUSE	 	 	 	 	27.4	861	97346	E3 ubiquitin-protein ligase HECTD3 OS=Mus musculus OX=10090 GN=Hectd3 PE=1 SV=2	78	78	1.000	24	16	25	13	24	16	25	13	24.000	16.000	25.000	13.000
2470	1	sp|Q3U4I7|PYRD2_MOUSE	 	 	 	 	31.8	581	62939	Pyridine nucleotide-disulfide oxidoreductase domain-containing protein 2 OS=Mus musculus OX=10090 GN=Pyroxd2 PE=1 SV=3	106	106	1.000	32	32	19	23	32	32	19	23	32.000	32.000	19.000	23.000
2471	1	sp|Q3U564|DCP1B_MOUSE	 	 	 	 	5.9	578	62720	mRNA-decapping enzyme 1B OS=Mus musculus OX=10090 GN=Dcp1b PE=1 SV=1	6	6	1.000	1	2	2	1	1	2	2	1	1.000	2.000	2.000	1.000
2472	1	sp|Q3U5C8|ARHGG_MOUSE	 	 	 	 	5.9	713	80380	Rho guanine nucleotide exchange factor 16 OS=Mus musculus OX=10090 GN=Arhgef16 PE=1 SV=3	6	6	1.000	2	0	3	1	2	0	3	1	2.000	0.000	3.000	1.000
2473	1	sp|Q3U5F4|YRDC_MOUSE	 	 	 	 	19.6	280	29454	Threonylcarbamoyl-AMP synthase OS=Mus musculus OX=10090 GN=Yrdc PE=1 SV=1	11	11	1.000	1	4	3	3	1	4	3	3	1.000	4.000	3.000	3.000
2474	1	sp|Q3U5Q7|CMPK2_MOUSE	 	 	 	 	16.3	447	50036	UMP-CMP kinase 2, mitochondrial OS=Mus musculus OX=10090 GN=Cmpk2 PE=1 SV=2	16	16	1.000	4	2	5	5	4	2	5	5	4.000	2.000	5.000	5.000
2475	1	sp|Q3U7R1|ESYT1_MOUSE	 	 	 	 	23.9	1092	121552	Extended synaptotagmin-1 OS=Mus musculus OX=10090 GN=Esyt1 PE=1 SV=2	97	97	1.000	29	20	24	24	29	20	24	24	29.000	20.000	24.000	24.000
2476	1	sp|Q3U7U3|FBX7_MOUSE	 	 	 	 	15.9	523	57648	F-box only protein 7 OS=Mus musculus OX=10090 GN=Fbxo7 PE=1 SV=2	10	10	1.000	4	2	3	1	4	2	3	1	4.000	2.000	3.000	1.000
2477	1	sp|Q3U821|WDR75_MOUSE	 	 	 	 	9.3	830	94036	WD repeat-containing protein 75 OS=Mus musculus OX=10090 GN=Wdr75 PE=1 SV=1	26	26	1.000	10	6	4	6	10	6	4	6	10.000	6.000	4.000	6.000
2478	1	sp|Q3U829|AP5Z1_MOUSE	 	 	 	 	15.2	807	89406	AP-5 complex subunit zeta-1 OS=Mus musculus OX=10090 GN=Ap5z1 PE=2 SV=1	18	18	1.000	7	2	3	6	7	2	3	6	7.000	2.000	3.000	6.000
2479	1	sp|Q3U962|CO5A2_MOUSE	 	 	sp|P28481|CO2A1_MOUSE, sp|Q3U962|CO5A2_MOUSE	 	3.9	1497	145017	Collagen alpha-2(V) chain OS=Mus musculus OX=10090 GN=Col5a2 PE=1 SV=1	20	19	0.950	2	5	6	7	2	4	6	7	2.000	4.667	6.000	7.000
2480	1	sp|Q3U9G9|LBR_MOUSE	 	 	 	 	20.6	626	71439	Delta(14)-sterol reductase LBR OS=Mus musculus OX=10090 GN=Lbr PE=1 SV=2	48	48	1.000	13	9	16	10	13	9	16	10	13.000	9.000	16.000	10.000
2481	1	sp|Q3U9N9|MOT10_MOUSE	 	 	 	 	8.2	512	55320	Monocarboxylate transporter 10 OS=Mus musculus OX=10090 GN=Slc16a10 PE=1 SV=1	35	35	1.000	11	7	9	8	11	7	9	8	11.000	7.000	9.000	8.000
2482	1	sp|Q3UA37|QRIC1_MOUSE	 	 	 	 	8.1	777	86555	Transcriptional regulator QRICH1 OS=Mus musculus OX=10090 GN=Qrich1 PE=1 SV=1	15	15	1.000	2	4	4	5	2	4	4	5	2.000	4.000	4.000	5.000
2483	1	sp|Q3UBG2|PCLI1_MOUSE	 	 	 	 	23.5	217	24784	PTB-containing, cubilin and LRP1-interacting protein OS=Mus musculus OX=10090 GN=Pid1 PE=1 SV=2	26	26	1.000	9	10	3	4	9	10	3	4	9.000	10.000	3.000	4.000
2484	1	sp|Q3UBX0|TM109_MOUSE	 	 	 	 	12.3	243	26306	Voltage-gated monoatomic cation channel TMEM109 OS=Mus musculus OX=10090 GN=Tmem109 PE=1 SV=2	28	28	1.000	10	7	6	5	10	7	6	5	10.000	7.000	6.000	5.000
2485	1	sp|Q3UBZ5|MI4GD_MOUSE	 	 	 	 	26.6	222	25493	MIF4G domain-containing protein OS=Mus musculus OX=10090 GN=Mif4gd PE=1 SV=1	15	15	1.000	5	3	4	3	5	3	4	3	5.000	3.000	4.000	3.000
2486	1	sp|Q3UCV8|OTUL_MOUSE	 	 	 	 	13.1	352	40320	Ubiquitin thioesterase otulin OS=Mus musculus OX=10090 GN=Otulin PE=1 SV=1	14	14	1.000	2	1	5	6	2	1	5	6	2.000	1.000	5.000	6.000
2487	1	sp|Q3UD01|A7L3B_MOUSE	 	 	 	 	30.9	97	10731	Ataxin-7-like protein 3B OS=Mus musculus OX=10090 GN=Atxn7l3b PE=1 SV=1	8	8	1.000	5	1	1	1	5	1	1	1	5.000	1.000	1.000	1.000
2488	1	sp|Q3UDE2|TTL12_MOUSE	 	 	 	 	29.9	639	74042	Tubulin--tyrosine ligase-like protein 12 OS=Mus musculus OX=10090 GN=Ttll12 PE=1 SV=1	49	49	1.000	14	13	12	10	14	13	12	10	14.000	13.000	12.000	10.000
2489	1	sp|Q3UDK1|TRAD1_MOUSE	 	 	 	 	11.0	580	64282	TRAF-type zinc finger domain-containing protein 1 OS=Mus musculus OX=10090 GN=Trafd1 PE=1 SV=1	14	14	1.000	3	3	6	2	3	3	6	2	3.000	3.000	6.000	2.000
2490	1	sp|Q3UDP0|WDR41_MOUSE	 	 	 	 	20.4	460	51510	WD repeat-containing protein 41 OS=Mus musculus OX=10090 GN=Wdr41 PE=1 SV=1	13	13	1.000	5	1	3	4	5	1	3	4	5.000	1.000	3.000	4.000
2491	1	sp|Q3UDR8|YIPF3_MOUSE	 	 	 	 	18.2	347	37998	Protein YIPF3 OS=Mus musculus OX=10090 GN=Yipf3 PE=1 SV=1	35	35	1.000	10	9	12	4	10	9	12	4	10.000	9.000	12.000	4.000
2492	1	sp|Q3UDW8|HGNAT_MOUSE	 	 	 	 	8.5	656	72503	Heparan-alpha-glucosaminide N-acetyltransferase OS=Mus musculus OX=10090 GN=Hgsnat PE=1 SV=2	22	22	1.000	6	6	5	5	6	6	5	5	6.000	6.000	5.000	5.000
2493	1	sp|Q3UE31|K0930_MOUSE	 	 	 	 	6.7	404	45960	Uncharacterized protein KIAA0930 homolog OS=Mus musculus OX=10090 PE=1 SV=2	7	7	1.000	1	2	2	2	1	2	2	2	1.000	2.000	2.000	2.000
2494	1	sp|Q3UE37|UBE2Z_MOUSE	 	 	 	 	18.8	356	38368	Ubiquitin-conjugating enzyme E2 Z OS=Mus musculus OX=10090 GN=Ube2z PE=1 SV=2	40	40	1.000	11	10	9	10	11	10	9	10	11.000	10.000	9.000	10.000
2495	1	sp|Q3UEB3|PUF60_MOUSE	 	 	 	 	36.3	564	60248	Poly(U)-binding-splicing factor PUF60 OS=Mus musculus OX=10090 GN=Puf60 PE=1 SV=2	96	96	1.000	31	27	18	20	31	27	18	20	31.000	27.000	18.000	20.000
2496	1	sp|Q3UEG6|AGT2_MOUSE	 	 	 	 	52.8	513	57114	Alanine--glyoxylate aminotransferase 2, mitochondrial OS=Mus musculus OX=10090 GN=Agxt2 PE=1 SV=1	391	391	1.000	109	110	84	88	109	110	84	88	109.000	110.000	84.000	88.000
2497	1	sp|Q3UEI1|PDE4C_MOUSE	 	 	 	 	9.6	686	76090	3',5'-cyclic-AMP phosphodiesterase 4C OS=Mus musculus OX=10090 GN=Pde4c PE=1 SV=1	17	17	1.000	5	4	5	3	5	4	5	3	5.000	4.000	5.000	3.000
2498	1	sp|Q3UEN2|SHLD2_MOUSE	 	 	 	 	4.2	891	99089	Shieldin complex subunit 2 OS=Mus musculus OX=10090 GN=Shld2 PE=2 SV=2	6	6	1.000	2	2	2	0	2	2	2	0	2.000	2.000	2.000	0.000
2499	1	sp|Q3UFB2|BCD1_MOUSE	 	 	 	 	10.7	460	52212	Box C/D snoRNA protein 1 OS=Mus musculus OX=10090 GN=Znhit6 PE=1 SV=2	8	8	1.000	2	1	3	2	2	1	3	2	2.000	1.000	3.000	2.000
2500	1	sp|Q3UFF7|LYPL1_MOUSE	 	 	 	 	32.6	239	26354	Lysophospholipase-like protein 1 OS=Mus musculus OX=10090 GN=Lyplal1 PE=1 SV=3	43	43	1.000	7	15	11	10	7	15	11	10	7.000	15.000	11.000	10.000
2501	1	sp|Q3UFK8|FRMD8_MOUSE	 	 	 	 	13.9	466	51827	FERM domain-containing protein 8 OS=Mus musculus OX=10090 GN=Frmd8 PE=1 SV=2	17	17	1.000	4	7	4	2	4	7	4	2	4.000	7.000	4.000	2.000
2502	1	sp|Q3UFM5|NOM1_MOUSE	 	 	 	 	4.2	854	95959	Nucleolar MIF4G domain-containing protein 1 OS=Mus musculus OX=10090 GN=Nom1 PE=1 SV=2	4	4	1.000	0	1	1	2	0	1	1	2	0.000	1.000	1.000	2.000
2503	1	sp|Q3UFS0|ZY11B_MOUSE	 	 	 	 	9.5	744	83990	Protein zyg-11 homolog B OS=Mus musculus OX=10090 GN=Zyg11b PE=1 SV=2	11	11	1.000	2	2	3	4	2	2	3	4	2.000	2.000	3.000	4.000
2504	1	sp|Q3UFS4|GPT11_MOUSE	 	 	 	 	12.2	262	30608	G patch domain-containing protein 11 OS=Mus musculus OX=10090 GN=Gpatch11 PE=1 SV=2	8	8	1.000	1	3	2	2	1	3	2	2	1.000	3.000	2.000	2.000
2505	1	sp|Q3UFT3|GARE1_MOUSE	 	 	 	 	6.1	876	97249	GRB2-associated and regulator of MAPK protein OS=Mus musculus OX=10090 GN=Garem1 PE=1 SV=2	16	16	1.000	2	4	6	4	2	4	6	4	2.000	4.000	6.000	4.000
2506	1	sp|Q3UFY0|RRP36_MOUSE	 	 	 	 	9.8	244	28588	Ribosomal RNA processing protein 36 homolog OS=Mus musculus OX=10090 GN=Rrp36 PE=1 SV=1	3	3	1.000	0	0	2	1	0	0	2	1	0.000	0.000	2.000	1.000
2507	1	sp|Q3UFY7|5NT3B_MOUSE	 	 	 	 	14.3	300	34425	7-methylguanosine phosphate-specific 5'-nucleotidase OS=Mus musculus OX=10090 GN=Nt5c3b PE=1 SV=3	14	14	1.000	3	3	2	6	3	3	2	6	3.000	3.000	2.000	6.000
2508	1	sp|Q3UFY8|TM10C_MOUSE	 	 	 	 	30.9	414	48385	tRNA methyltransferase 10 homolog C OS=Mus musculus OX=10090 GN=Trmt10c PE=1 SV=2	44	44	1.000	9	10	15	10	9	10	15	10	9.000	10.000	15.000	10.000
2509	1	sp|Q3UG98|NAT9_MOUSE	 	 	 	 	22.8	241	27662	Alpha/beta-tubulin-N-acetyltransferase 9 OS=Mus musculus OX=10090 GN=Nat9 PE=1 SV=2	15	15	1.000	4	4	3	4	4	4	3	4	4.000	4.000	3.000	4.000
2510	1	sp|Q3UGC7|EI3JA_MOUSE (+1)	sp|Q3UGC7|EI3JA_MOUSE&sp|Q66JS6|EI3JB_MOUSE	 	 	 	43.3	261	29343	Eukaryotic translation initiation factor 3 subunit J-A OS=Mus musculus OX=10090 GN=Eif3j1 PE=2 SV=1	56	56	1.000	20	16	10	10	20	16	10	10	20.000	16.000	10.000	10.000
2511	1	sp|Q3UGP8|AG10B_MOUSE	 	 	 	 	9.1	474	55464	Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase OS=Mus musculus OX=10090 GN=Alg10b PE=1 SV=1	21	21	1.000	6	7	3	5	6	7	3	5	6.000	7.000	3.000	5.000
2512	1	sp|Q3UGP9|LRC58_MOUSE	 	 	 	 	11.5	366	40139	Leucine-rich repeat-containing protein 58 OS=Mus musculus OX=10090 GN=Lrrc58 PE=2 SV=1	10	10	1.000	2	2	4	2	2	2	4	2	2.000	2.000	4.000	2.000
2513	1	sp|Q3UGR5|HDHD2_MOUSE	 	 	 	 	21.2	259	28730	Haloacid dehalogenase-like hydrolase domain-containing protein 2 OS=Mus musculus OX=10090 GN=Hdhd2 PE=1 SV=2	50	50	1.000	16	13	11	10	16	13	11	10	16.000	13.000	11.000	10.000
2514	1	sp|Q3UGS4|MCRI1_MOUSE	 	 	 	 	28.9	97	11101	Mapk-regulated corepressor-interacting protein 1 OS=Mus musculus OX=10090 GN=Mcrip1 PE=1 SV=1	6	6	1.000	1	1	2	2	1	1	2	2	1.000	1.000	2.000	2.000
2515	1	sp|Q3UH06|RREB1_MOUSE	 	 	 	 	4.1	1700	184152	Ras-responsive element-binding protein 1 OS=Mus musculus OX=10090 GN=Rreb1 PE=1 SV=2	11	11	1.000	2	0	3	6	2	0	3	6	2.000	0.000	3.000	6.000
