PAW protein_summary_9 results file
written: Sat Nov  8 16:01:30 2025

 	=subtotal(109,B6:B8622)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	x
1560.0	1	sp|P24527|LKHA4_MOUSE	 	59.7	611	69050	Leukotriene A-4 hydrolase OS=Mus musculus OX=10090 GN=Lta4h PE=1 SV=4	312	312	1.000	21	25	20	22	31	28	29	26	30	28	25	27	21	25	20	22	31	28	29	26	30	28	25	27	21.000	25.000	20.000	22.000	31.000	28.000	29.000	26.000	30.000	28.000	25.000	27.000	 
1561.0	1	sp|P24547|IMDH2_MOUSE	 	51.2	514	55814	Inosine-5'-monophosphate dehydrogenase 2 OS=Mus musculus OX=10090 GN=Impdh2 PE=1 SV=2	212	199	0.939	15	20	15	17	19	25	17	16	20	16	16	16	14	20	14	16	17	24	15	14	19	15	15	16	14.875	20.000	14.875	16.941	18.700	24.960	16.579	15.556	19.950	15.882	15.938	16.000	sp|P24547|IMDH2_MOUSE, sp|P50096|IMDH1_MOUSE
1562.0	1	sp|P24549|AL1A1_MOUSE	 	81.4	501	54467	Aldehyde dehydrogenase 1A1 OS=Mus musculus OX=10090 GN=Aldh1a1 PE=1 SV=5	2010	1123	0.559	175	172	169	169	201	173	162	166	153	165	144	161	103	87	96	90	121	102	85	101	87	93	81	77	151.134	141.307	145.965	142.847	180.401	151.759	131.182	148.662	129.805	140.171	124.062	132.086	sp|O35945|AL1A7_MOUSE, sp|P24549|AL1A1_MOUSE, sp|P47738|ALDH2_MOUSE, sp|Q62148|AL1A2_MOUSE, sp|Q9CZS1|AL1B1_MOUSE, sp|Q9JHW9|AL1A3_MOUSE
1563.0	1	sp|P24604|TEC_MOUSE	 	25.9	630	73425	Tyrosine-protein kinase Tec OS=Mus musculus OX=10090 GN=Tec PE=1 SV=2	29	29	1.000	3	4	5	0	2	2	3	1	3	2	2	2	3	4	5	0	2	2	3	1	3	2	2	2	3.000	4.000	5.000	0.000	2.000	2.000	3.000	1.000	3.000	2.000	2.000	2.000	 
1564.0	1	sp|P24638|PPAL_MOUSE	 	17.3	423	48508	Lysosomal acid phosphatase OS=Mus musculus OX=10090 GN=Acp2 PE=1 SV=2	62	62	1.000	6	6	5	4	6	3	6	6	6	5	4	5	6	6	5	4	6	3	6	6	6	5	4	5	6.000	6.000	5.000	4.000	6.000	3.000	6.000	6.000	6.000	5.000	4.000	5.000	 
1565.0	1	sp|P24668|MPRD_MOUSE	 	34.5	278	31172	Cation-dependent mannose-6-phosphate receptor OS=Mus musculus OX=10090 GN=M6pr PE=1 SV=1	74	74	1.000	5	6	3	3	5	8	7	6	6	7	8	10	5	6	3	3	5	8	7	6	6	7	8	10	5.000	6.000	3.000	3.000	5.000	8.000	7.000	6.000	6.000	7.000	8.000	10.000	 
1566.0	1	sp|P24721|ASGR2_MOUSE	 	47.8	301	34906	Asialoglycoprotein receptor 2 OS=Mus musculus OX=10090 GN=Asgr2 PE=1 SV=1	86	86	1.000	4	10	8	9	7	5	11	5	9	6	5	7	4	10	8	9	7	5	11	5	9	6	5	7	4.000	10.000	8.000	9.000	7.000	5.000	11.000	5.000	9.000	6.000	5.000	7.000	 
1567.0	1	sp|P24788|CD11B_MOUSE	 	24.0	784	91512	Cyclin-dependent kinase 11B OS=Mus musculus OX=10090 GN=Cdk11b PE=1 SV=2	105	104	0.990	8	9	7	8	12	11	8	10	8	10	7	7	8	9	7	8	12	11	7	10	8	10	7	7	8.000	9.000	7.000	8.000	12.000	11.000	8.000	10.000	8.000	10.000	7.000	7.000	sp|P24788|CD11B_MOUSE, sp|Q64434|PTK6_MOUSE
1568.0	1	sp|P24815|3BHS1_MOUSE	 	35.1	373	42062	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1 OS=Mus musculus OX=10090 GN=Hsd3b1 PE=1 SV=3	79	13	0.165	6	5	3	5	7	6	7	12	9	5	7	7	1	0	0	0	0	1	3	3	2	0	1	2	1.750	0.000	0.000	0.000	0.000	1.416	4.091	5.576	3.361	0.000	1.614	2.900	sp|P24815|3BHS1_MOUSE, sp|P26149|3BHS2_MOUSE, sp|P26150|3BHS3_MOUSE, sp|Q61694|3BHS5_MOUSE, sp|Q61767|3BHS4_MOUSE, tr|E9Q007|E9Q007_MOUSE
1569.0	1	sp|P25118|TNR1A_MOUSE	 	5.9	454	50130	Tumor necrosis factor receptor superfamily member 1A OS=Mus musculus OX=10090 GN=Tnfrsf1a PE=1 SV=1	2	2	1.000	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	 
1570.0	1	sp|P25206|MCM3_MOUSE	 	33.3	812	91545	DNA replication licensing factor MCM3 OS=Mus musculus OX=10090 GN=Mcm3 PE=1 SV=2	70	70	1.000	4	4	2	5	7	7	7	9	7	8	5	5	4	4	2	5	7	7	7	9	7	8	5	5	4.000	4.000	2.000	5.000	7.000	7.000	7.000	9.000	7.000	8.000	5.000	5.000	 
1571.0	1	sp|P25322|CCND1_MOUSE	 	7.1	295	33428	G1/S-specific cyclin-D1 OS=Mus musculus OX=10090 GN=Ccnd1 PE=1 SV=1	4	4	1.000	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	1	0	0	3	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	3.000	0.000	 
1572.0	1	sp|P25425|PO2F1_MOUSE	 	13.9	770	79546	POU domain, class 2, transcription factor 1 OS=Mus musculus OX=10090 GN=Pou2f1 PE=1 SV=3	26	13	0.500	1	3	2	2	1	4	2	6	2	0	2	1	1	1	0	2	0	1	1	5	1	0	1	0	1.000	3.000	1.000	2.000	0.500	4.000	2.000	5.833	2.000	0.000	2.000	0.500	sp|P25425|PO2F1_MOUSE, sp|P31362|PO2F3_MOUSE
1573.0	1	sp|P25444|RS2_MOUSE	 	57.7	293	31231	Small ribosomal subunit protein uS5 OS=Mus musculus OX=10090 GN=Rps2 PE=1 SV=3	416	416	1.000	35	38	31	31	39	49	37	33	31	27	30	35	35	38	31	31	39	49	37	33	31	27	30	35	35.000	38.000	31.000	31.000	39.000	49.000	37.000	33.000	31.000	27.000	30.000	35.000	 
1574.0	1	sp|P25446|TNR6_MOUSE	 	26.3	327	37437	Tumor necrosis factor receptor superfamily member 6 OS=Mus musculus OX=10090 GN=Fas PE=1 SV=2	51	51	1.000	2	1	2	4	4	2	6	9	6	5	5	5	2	1	2	4	4	2	6	9	6	5	5	5	2.000	1.000	2.000	4.000	4.000	2.000	6.000	9.000	6.000	5.000	5.000	5.000	 
1575.0	1	sp|P25688|URIC_MOUSE	 	81.8	303	35039	Uricase OS=Mus musculus OX=10090 GN=Uox PE=1 SV=2	844	844	1.000	87	82	75	66	66	75	72	62	60	57	72	70	87	82	75	66	66	75	72	62	60	57	72	70	87.000	82.000	75.000	66.000	66.000	75.000	72.000	62.000	60.000	57.000	72.000	70.000	 
1576.0	1	sp|P25799|NFKB1_MOUSE	 	29.4	971	105614	Nuclear factor NF-kappa-B p105 subunit OS=Mus musculus OX=10090 GN=Nfkb1 PE=1 SV=2	92	92	1.000	7	8	10	5	5	7	11	9	10	5	10	5	7	8	10	5	5	7	11	9	10	5	10	5	7.000	8.000	10.000	5.000	5.000	7.000	11.000	9.000	10.000	5.000	10.000	5.000	 
1577.0	1	sp|P25911|LYN_MOUSE	 	57.2	512	58812	Tyrosine-protein kinase Lyn OS=Mus musculus OX=10090 GN=Lyn PE=1 SV=4	170	144	0.847	15	13	15	16	18	12	13	18	16	15	12	7	13	11	13	15	15	10	11	16	12	13	9	6	13.863	11.958	13.977	15.625	16.655	10.685	12.335	17.604	13.922	14.085	9.735	6.250	sp|P05480|SRC_MOUSE, sp|P08103|HCK_MOUSE, sp|P11440|CDK1_MOUSE, sp|P14234|FGR_MOUSE, sp|P21803|FGFR2_MOUSE, sp|P25911|LYN_MOUSE, sp|P30285|CDK4_MOUSE, sp|P39688|FYN_MOUSE, sp|P49615|CDK5_MOUSE, sp|P97377|CDK2_MOUSE, sp|Q03142|FGFR4_MOUSE, sp|Q04736|YES_MOUSE, sp|Q04899|CDK18_MOUSE, sp|Q14AX6|CDK12_MOUSE, sp|Q3V3A1|CDK15_MOUSE, sp|Q64261|CDK6_MOUSE, sp|Q69ZA1|CDK13_MOUSE, sp|Q80YP0|CDK3_MOUSE, sp|Q8K0D0|CDK17_MOUSE, sp|Q99J95|CDK9_MOUSE, sp|Q9JHU3|CDK20_MOUSE
1578.0	1	sp|P25916|BMI1_MOUSE	 	15.4	324	36707	Polycomb complex protein BMI-1 OS=Mus musculus OX=10090 GN=Bmi1 PE=1 SV=1	7	4	0.571	0	1	0	0	0	1	0	0	0	0	4	1	0	1	0	0	0	1	0	0	0	0	2	0	0.000	1.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	4.000	0.500	sp|P23798|PCGF2_MOUSE, sp|P25916|BMI1_MOUSE
1579.0	1	sp|P25976|UBF1_MOUSE	 	32.0	765	89508	Nucleolar transcription factor 1 OS=Mus musculus OX=10090 GN=Ubtf PE=1 SV=1	148	148	1.000	10	12	10	13	12	12	18	13	11	16	12	9	10	12	10	13	12	12	18	13	11	16	12	9	10.000	12.000	10.000	13.000	12.000	12.000	18.000	13.000	11.000	16.000	12.000	9.000	 
1580.0	1	sp|P26011|ITB7_MOUSE	 	6.7	806	87411	Integrin beta-7 OS=Mus musculus OX=10090 GN=Itgb7 PE=1 SV=2	14	2	0.143	1	1	1	2	2	2	1	2	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.067	1.000	0.000	0.000	0.000	sp|O70309|ITB5_MOUSE, sp|P11835|ITB2_MOUSE, sp|P26011|ITB7_MOUSE
1581.0	1	sp|P26039|TLN1_MOUSE	 	64.4	2541	269818	Talin-1 OS=Mus musculus OX=10090 GN=Tln1 PE=1 SV=2	1474	1350	0.916	124	130	119	99	125	151	136	124	115	103	118	130	112	117	103	90	116	137	125	114	110	94	111	121	120.960	126.688	115.299	96.532	122.608	147.597	133.041	121.037	113.571	100.267	116.146	127.406	sp|P26039|TLN1_MOUSE, sp|Q71LX4|TLN2_MOUSE
1582.0	1	sp|P26040|EZRI_MOUSE	 	50.7	586	69406	Ezrin OS=Mus musculus OX=10090 GN=Ezr PE=1 SV=3	332	129	0.389	30	26	26	19	30	25	33	27	29	28	21	38	7	11	9	9	15	11	15	10	13	14	7	8	9.954	13.521	11.427	10.443	17.854	13.166	18.581	12.697	15.736	17.182	9.247	12.412	sp|P26040|EZRI_MOUSE, sp|P26041|MOES_MOUSE, sp|P26043|RADI_MOUSE, sp|Q8CJ40|CROCC_MOUSE
1583.0	1	sp|P26041|MOES_MOUSE	 	65.7	577	67766	Moesin OS=Mus musculus OX=10090 GN=Msn PE=1 SV=3	533	302	0.567	43	37	38	36	43	44	44	40	42	37	53	76	22	20	21	24	29	27	25	21	23	22	33	35	30.382	25.803	27.035	28.983	34.368	34.029	31.766	27.772	29.485	27.269	42.847	57.343	REV_Q3V0Q1, sp|P26040|EZRI_MOUSE, sp|P26041|MOES_MOUSE, sp|P26043|RADI_MOUSE
1584.0	1	sp|P26043|RADI_MOUSE	 	61.7	583	68542	Radixin OS=Mus musculus OX=10090 GN=Rdx PE=1 SV=3	683	432	0.633	55	57	57	50	62	54	63	58	61	47	53	66	31	38	38	36	45	36	41	37	42	30	33	25	44.665	49.603	49.537	44.574	54.778	45.683	53.544	49.531	52.779	38.549	42.877	41.207	sp|P26040|EZRI_MOUSE, sp|P26041|MOES_MOUSE, sp|P26043|RADI_MOUSE, sp|Q2KN98|CYTSA_MOUSE
1585.0	1	sp|P26149|3BHS2_MOUSE	 	42.4	373	41923	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2 OS=Mus musculus OX=10090 GN=Hsd3b2 PE=1 SV=4	121	8	0.066	7	11	10	8	12	9	9	13	13	9	11	9	0	0	1	0	0	1	1	1	1	1	2	0	0.000	0.000	2.400	0.000	0.000	1.716	1.864	2.287	2.395	2.000	3.979	0.000	sp|P24815|3BHS1_MOUSE, sp|P26149|3BHS2_MOUSE, sp|P26150|3BHS3_MOUSE, sp|Q61694|3BHS5_MOUSE, sp|Q61767|3BHS4_MOUSE, tr|E9Q007|E9Q007_MOUSE
1586.0	1	sp|P26150|3BHS3_MOUSE	 	53.9	373	42031	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 3 OS=Mus musculus OX=10090 GN=Hsd3b3 PE=1 SV=3	190	77	0.405	12	18	14	13	19	17	15	18	18	14	15	17	5	7	5	5	7	9	7	6	6	6	6	8	10.750	17.583	12.000	12.500	17.933	15.446	13.045	13.724	14.369	12.000	11.936	15.489	sp|P24815|3BHS1_MOUSE, sp|P26149|3BHS2_MOUSE, sp|P26150|3BHS3_MOUSE, sp|Q61694|3BHS5_MOUSE, sp|Q61767|3BHS4_MOUSE, tr|E9Q007|E9Q007_MOUSE
1587.0	1	sp|P26187|MGMT_MOUSE	 	37.4	211	22434	Methylated-DNA--protein-cysteine methyltransferase OS=Mus musculus OX=10090 GN=Mgmt PE=1 SV=3	38	38	1.000	1	4	2	3	3	5	5	2	3	5	2	3	1	4	2	3	3	5	5	2	3	5	2	3	1.000	4.000	2.000	3.000	3.000	5.000	5.000	2.000	3.000	5.000	2.000	3.000	 
1588.0	1	sp|P26231|CTNA1_MOUSE	 	67.8	906	100105	Catenin alpha-1 OS=Mus musculus OX=10090 GN=Ctnna1 PE=1 SV=1	545	442	0.811	38	48	40	44	43	44	49	54	49	50	36	50	32	40	33	35	33	35	40	46	40	39	29	40	38.000	48.000	40.000	44.000	42.735	44.000	49.000	54.000	48.780	49.951	36.000	49.756	sp|P26231|CTNA1_MOUSE, sp|Q61301|CTNA2_MOUSE, sp|Q65CL1|CTNA3_MOUSE
1589.0	1	sp|P26262|KLKB1_MOUSE	 	36.1	638	71382	Plasma kallikrein OS=Mus musculus OX=10090 GN=Klkb1 PE=1 SV=2	112	112	1.000	8	10	9	10	12	8	10	8	9	7	10	11	8	10	9	10	12	8	10	8	9	7	10	11	8.000	10.000	9.000	10.000	12.000	8.000	10.000	8.000	9.000	7.000	10.000	11.000	 
1590.0	1	sp|P26350|PTMA_MOUSE	 	23.4	111	12254	Prothymosin alpha OS=Mus musculus OX=10090 GN=Ptma PE=1 SV=2	69	69	1.000	2	3	6	6	4	7	7	5	3	5	5	16	2	3	6	6	4	7	7	5	3	5	5	16	2.000	3.000	6.000	6.000	4.000	7.000	7.000	5.000	3.000	5.000	5.000	16.000	 
1591.0	1	sp|P26369|U2AF2_MOUSE	 	50.9	475	53516	Splicing factor U2AF 65 kDa subunit OS=Mus musculus OX=10090 GN=U2af2 PE=1 SV=3	162	162	1.000	15	16	17	13	19	20	12	14	14	6	8	8	15	16	17	13	19	20	12	14	14	6	8	8	15.000	16.000	17.000	13.000	19.000	20.000	12.000	14.000	14.000	6.000	8.000	8.000	 
1592.0	1	sp|P26443|DHE3_MOUSE	 	68.6	558	61336	Glutamate dehydrogenase 1, mitochondrial OS=Mus musculus OX=10090 GN=Glud1 PE=1 SV=1	2400	2400	1.000	208	243	204	199	194	207	199	203	194	202	168	179	208	243	204	199	194	207	199	203	194	202	168	179	208.000	243.000	204.000	199.000	194.000	207.000	199.000	203.000	194.000	202.000	168.000	179.000	 
1593.0	1	sp|P26450|P85A_MOUSE	 	42.4	724	83516	Phosphatidylinositol 3-kinase regulatory subunit alpha OS=Mus musculus OX=10090 GN=Pik3r1 PE=1 SV=2	99	89	0.899	5	9	6	7	7	10	11	7	9	3	13	12	4	8	5	7	7	9	10	7	8	3	11	10	5.000	9.000	5.833	7.000	7.000	10.000	11.000	7.000	8.889	3.000	13.000	11.818	REV_Q8BMF5, sp|O08908|P85B_MOUSE, sp|P26450|P85A_MOUSE, sp|Q64143|P55G_MOUSE
1594.0	1	sp|P26516|PSMD7_MOUSE	 	49.2	321	36539	26S proteasome non-ATPase regulatory subunit 7 OS=Mus musculus OX=10090 GN=Psmd7 PE=1 SV=2	163	163	1.000	13	18	14	16	14	14	16	14	13	13	7	11	13	18	14	16	14	14	16	14	13	13	7	11	13.000	18.000	14.000	16.000	14.000	14.000	16.000	14.000	13.000	13.000	7.000	11.000	 
1595.0	1	sp|P26638|SYSC_MOUSE	 	54.3	512	58388	Serine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Sars1 PE=1 SV=3	232	232	1.000	21	25	26	15	19	26	18	17	16	19	15	15	21	25	26	15	19	26	18	17	16	19	15	15	21.000	25.000	26.000	15.000	19.000	26.000	18.000	17.000	16.000	19.000	15.000	15.000	 
1596.0	1	sp|P26645|MARCS_MOUSE	 	64.4	309	29661	Myristoylated alanine-rich C-kinase substrate OS=Mus musculus OX=10090 GN=Marcks PE=1 SV=2	188	188	1.000	7	13	13	11	17	14	17	22	13	22	18	21	7	13	13	11	17	14	17	22	13	22	18	21	7.000	13.000	13.000	11.000	17.000	14.000	17.000	22.000	13.000	22.000	18.000	21.000	 
1597.0	1	sp|P26883|FKB1A_MOUSE	 	28.7	108	11922	Peptidyl-prolyl cis-trans isomerase FKBP1A OS=Mus musculus OX=10090 GN=Fkbp1a PE=1 SV=2	47	47	1.000	6	3	3	2	4	4	7	5	3	4	3	3	6	3	3	2	4	4	7	5	3	4	3	3	6.000	3.000	3.000	2.000	4.000	4.000	7.000	5.000	3.000	4.000	3.000	3.000	 
1598.0	1	sp|P26928|HGFL_MOUSE	 	26.5	716	80618	Hepatocyte growth factor-like protein OS=Mus musculus OX=10090 GN=Mst1 PE=2 SV=2	65	65	1.000	4	5	3	4	5	5	5	9	9	7	5	4	4	5	3	4	5	5	5	9	9	7	5	4	4.000	5.000	3.000	4.000	5.000	5.000	5.000	9.000	9.000	7.000	5.000	4.000	 
1599.0	1	sp|P27046|MA2A1_MOUSE	 	57.3	1150	131630	Alpha-mannosidase 2 OS=Mus musculus OX=10090 GN=Man2a1 PE=1 SV=2	466	454	0.974	34	34	43	33	41	36	46	37	41	46	38	37	33	33	43	32	38	36	45	36	40	45	37	36	34.000	34.000	43.000	33.000	41.000	36.000	46.000	37.000	41.000	46.000	37.974	37.000	sp|P27046|MA2A1_MOUSE, sp|Q8BRK9|MA2A2_MOUSE
1600.0	1	sp|P27048|RSMB_MOUSE	 	22.9	231	23656	Small nuclear ribonucleoprotein-associated protein B OS=Mus musculus OX=10090 GN=Snrpb PE=1 SV=1	109	109	1.000	4	10	10	9	11	6	10	11	6	10	12	10	4	10	10	9	11	6	10	11	6	10	12	10	4.000	10.000	10.000	9.000	11.000	6.000	10.000	11.000	6.000	10.000	12.000	10.000	 
1600.0001	1	sp|P63163|RSMN_MOUSE	redundant	22.1	240	24614	Small nuclear ribonucleoprotein-associated protein N OS=Mus musculus OX=10090 GN=Snrpn PE=1 SV=1	109	109	1.000	4	10	10	9	11	6	10	11	6	10	12	10	4	10	10	9	11	6	10	11	6	10	12	10	4.000	10.000	10.000	9.000	11.000	6.000	10.000	11.000	6.000	10.000	12.000	10.000	 
1601.0	1	sp|P27546|MAP4_MOUSE	 	58.6	1125	117428	Microtubule-associated protein 4 OS=Mus musculus OX=10090 GN=Map4 PE=1 SV=3	411	411	1.000	30	33	32	27	39	39	49	34	36	36	24	32	30	33	32	27	39	39	49	34	36	36	24	32	30.000	33.000	32.000	27.000	39.000	39.000	49.000	34.000	36.000	36.000	24.000	32.000	 
1602.0	1	sp|P27600|GNA12_MOUSE	 	27.4	379	44095	Guanine nucleotide-binding protein subunit alpha-12 OS=Mus musculus OX=10090 GN=Gna12 PE=1 SV=3	54	24	0.444	5	5	5	3	5	4	6	7	4	3	3	4	3	3	2	1	2	1	3	4	1	1	1	2	3.150	3.122	2.200	1.056	2.162	1.084	3.233	4.303	1.088	1.038	1.077	2.105	sp|B2RSH2|GNAI1_MOUSE, sp|P08752|GNAI2_MOUSE, sp|P18872|GNAO_MOUSE, sp|P21278|GNA11_MOUSE, sp|P21279|GNAQ_MOUSE, sp|P27600|GNA12_MOUSE, sp|P27601|GNA13_MOUSE, sp|P30677|GNA14_MOUSE, sp|Q6R0H7|GNAS1_MOUSE, sp|Q9DC51|GNAI3_MOUSE
1603.0	1	sp|P27601|GNA13_MOUSE	 	48.0	377	44054	Guanine nucleotide-binding protein subunit alpha-13 OS=Mus musculus OX=10090 GN=Gna13 PE=1 SV=1	124	94	0.758	8	13	10	11	10	11	10	9	9	12	10	11	6	11	7	9	7	8	7	6	6	10	8	9	6.300	11.449	7.700	9.500	7.568	8.671	7.544	6.454	6.529	10.385	8.615	9.474	sp|B2RSH2|GNAI1_MOUSE, sp|P08752|GNAI2_MOUSE, sp|P18872|GNAO_MOUSE, sp|P21278|GNA11_MOUSE, sp|P21279|GNAQ_MOUSE, sp|P27600|GNA12_MOUSE, sp|P27601|GNA13_MOUSE, sp|P30677|GNA14_MOUSE, sp|Q6R0H7|GNAS1_MOUSE, sp|Q9DC51|GNAI3_MOUSE
1604.0	1	sp|P27612|PLAP_MOUSE	 	57.8	794	87220	Phospholipase A-2-activating protein OS=Mus musculus OX=10090 GN=Plaa PE=1 SV=4	353	353	1.000	29	31	24	27	30	35	39	30	30	33	24	21	29	31	24	27	30	35	39	30	30	33	24	21	29.000	31.000	24.000	27.000	30.000	35.000	39.000	30.000	30.000	33.000	24.000	21.000	 
1605.0	1	sp|P27641|XRCC5_MOUSE	 	45.8	732	83056	X-ray repair cross-complementing protein 5 OS=Mus musculus OX=10090 GN=Xrcc5 PE=1 SV=4	139	139	1.000	12	7	11	8	11	12	11	16	16	9	12	14	12	7	11	8	11	12	11	16	16	9	12	14	12.000	7.000	11.000	8.000	11.000	12.000	11.000	16.000	16.000	9.000	12.000	14.000	 
1606.0	1	sp|P27656|LIPC_MOUSE	 	24.5	510	57388	Hepatic triacylglycerol lipase OS=Mus musculus OX=10090 GN=Lipc PE=2 SV=2	64	64	1.000	5	3	4	5	6	6	7	7	5	7	5	4	5	3	4	5	6	6	7	7	5	7	5	4	5.000	3.000	4.000	5.000	6.000	6.000	7.000	7.000	5.000	7.000	5.000	4.000	 
1607.0	1	sp|P27659|RL3_MOUSE	 	60.0	403	46109	Large ribosomal subunit protein uL3 OS=Mus musculus OX=10090 GN=Rpl3 PE=1 SV=3	455	421	0.925	27	36	35	38	43	36	39	37	38	29	45	52	25	33	31	35	40	33	37	34	36	27	41	49	27.000	36.000	35.000	38.000	43.000	36.000	39.000	37.000	38.000	29.000	44.905	52.000	sp|E9PWZ3|RL3L_MOUSE, sp|P27659|RL3_MOUSE
1608.0	1	sp|P27661|H2AX_MOUSE	 	63.6	143	15142	Histone H2AX OS=Mus musculus OX=10090 GN=H2ax PE=1 SV=2	129	2	0.016	20	16	9	12	9	12	10	9	10	8	4	10	1	0	0	0	0	0	0	0	0	0	0	1	14.000	2.417	1.083	2.083	1.417	1.333	1.750	1.500	0.750	1.083	0.583	5.200	sp|C0HKE1|H2A1B_MOUSE, sp|P0C0S6|H2AZ_MOUSE, sp|P27661|H2AX_MOUSE, sp|Q64522|H2A2B_MOUSE, sp|Q64523|H2A2C_MOUSE
1609.0	1	sp|P27773|PDIA3_MOUSE	 	68.9	505	56678	Protein disulfide-isomerase A3 OS=Mus musculus OX=10090 GN=Pdia3 PE=1 SV=2	953	949	0.996	69	70	79	65	74	91	84	86	73	79	86	97	69	70	79	65	74	90	83	85	73	79	85	97	69.000	70.000	79.000	65.000	74.000	90.514	83.509	85.464	73.000	79.000	85.531	97.000	sp|P08003|PDIA4_MOUSE, sp|P27773|PDIA3_MOUSE
1610.0	1	sp|P27786|CP17A_MOUSE	 	55.4	507	57637	Steroid 17-alpha-hydroxylase/17,20 lyase OS=Mus musculus OX=10090 GN=Cyp17a1 PE=1 SV=1	177	173	0.977	8	20	8	23	12	14	25	16	9	20	9	13	8	20	8	23	12	13	24	15	9	20	9	12	8.000	20.000	8.000	23.000	12.000	13.565	24.750	15.577	9.000	20.000	9.000	12.429	sp|P11714|CP2D9_MOUSE, sp|P24457|CP2DB_MOUSE, sp|P27786|CP17A_MOUSE
1611.0	1	sp|P27808|MGAT1_MOUSE	 	32.4	447	51690	Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase OS=Mus musculus OX=10090 GN=Mgat1 PE=1 SV=1	75	75	1.000	5	4	7	7	6	6	6	8	7	6	6	7	5	4	7	7	6	6	6	8	7	6	6	7	5.000	4.000	7.000	7.000	6.000	6.000	6.000	8.000	7.000	6.000	6.000	7.000	 
1612.0	1	sp|P27870|VAV_MOUSE	 	8.6	845	98136	Proto-oncogene vav OS=Mus musculus OX=10090 GN=Vav1 PE=1 SV=1	10	7	0.700	1	0	0	0	1	0	0	0	0	3	2	3	1	0	0	0	1	0	0	0	0	2	1	2	1.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	3.000	1.333	2.667	sp|P27870|VAV_MOUSE, sp|Q9R0C8|VAV3_MOUSE
1613.0	1	sp|P28028|BRAF_MOUSE	 	31.6	751	82514	Serine/threonine-protein kinase B-raf OS=Mus musculus OX=10090 GN=Braf PE=1 SV=4	82	59	0.720	7	4	5	6	4	6	8	8	5	8	9	12	6	4	4	5	4	6	7	7	3	5	4	4	6.400	4.000	4.571	5.625	4.000	6.000	7.636	7.636	3.571	6.042	5.444	5.919	sp|P04627|ARAF_MOUSE, sp|P28028|BRAF_MOUSE, sp|Q99N57|RAF1_MOUSE
1614.0	1	sp|P28033|CEBPB_MOUSE	 	26.7	296	31445	CCAAT/enhancer-binding protein beta OS=Mus musculus OX=10090 GN=Cebpb PE=1 SV=1	55	55	1.000	5	5	4	2	6	7	6	5	3	5	4	3	5	5	4	2	6	7	6	5	3	5	4	3	5.000	5.000	4.000	2.000	6.000	7.000	6.000	5.000	3.000	5.000	4.000	3.000	 
1615.0	1	sp|P28063|PSB8_MOUSE	 	69.2	276	30260	Proteasome subunit beta type-8 OS=Mus musculus OX=10090 GN=Psmb8 PE=1 SV=2	350	350	1.000	23	34	26	29	36	25	37	30	30	31	21	28	23	34	26	29	36	25	37	30	30	31	21	28	23.000	34.000	26.000	29.000	36.000	25.000	37.000	30.000	30.000	31.000	21.000	28.000	 
1616.0	1	sp|P28076|PSB9_MOUSE	 	53.0	219	23396	Proteasome subunit beta type-9 OS=Mus musculus OX=10090 GN=Psmb9 PE=1 SV=1	90	90	1.000	4	7	6	6	6	7	12	7	12	13	4	6	4	7	6	6	6	7	12	7	12	13	4	6	4.000	7.000	6.000	6.000	6.000	7.000	12.000	7.000	12.000	13.000	4.000	6.000	 
1617.0	1	sp|P28230|CXB1_MOUSE	 	22.6	283	32003	Gap junction beta-1 protein OS=Mus musculus OX=10090 GN=Gjb1 PE=1 SV=3	37	37	1.000	4	2	2	3	3	4	5	4	4	2	2	2	4	2	2	3	3	4	5	4	4	2	2	2	4.000	2.000	2.000	3.000	3.000	4.000	5.000	4.000	4.000	2.000	2.000	2.000	 
1618.0	1	sp|P28271|ACOHC_MOUSE	 	64.3	889	98124	Cytoplasmic aconitate hydratase OS=Mus musculus OX=10090 GN=Aco1 PE=1 SV=3	1053	1042	0.990	102	96	76	93	99	115	89	89	83	78	59	74	102	95	75	93	98	115	88	88	82	77	57	72	102.000	95.960	75.893	93.000	98.942	115.000	88.898	88.880	82.943	77.895	58.727	73.823	sp|P28271|ACOHC_MOUSE, sp|Q811J3|IREB2_MOUSE
