Program "PAW_protein_grouper.py" run on Tue Oct 28 09:49:56 2025


	=SUBTOTAL(109,B6:B6331)																					
562	1	sp|O70370|CATS_MOUSE	 	 	 	 	17.6	340	38474	Cathepsin S OS=Mus musculus OX=10090 GN=Ctss PE=1 SV=2	16	16	1.000	5	7	4	5	7	4	5.000	7.000	4.000
563	1	sp|O70378|EMC8_MOUSE	 	 	 	 	37.2	207	23348	ER membrane protein complex subunit 8 OS=Mus musculus OX=10090 GN=Emc8 PE=1 SV=1	24	24	1.000	8	8	8	8	8	8	8.000	8.000	8.000
564	1	sp|O70400|PDLI1_MOUSE	 	 	 	 	45.0	327	35774	PDZ and LIM domain protein 1 OS=Mus musculus OX=10090 GN=Pdlim1 PE=1 SV=4	52	52	1.000	17	18	17	17	18	17	17.000	18.000	17.000
565	1	sp|O70404|VAMP8_MOUSE	 	 	 	 	26.7	101	11451	Vesicle-associated membrane protein 8 OS=Mus musculus OX=10090 GN=Vamp8 PE=1 SV=1	14	14	1.000	5	3	6	5	3	6	5.000	3.000	6.000
566	1	sp|O70405|ULK1_MOUSE	 	 	 	 	2.9	1051	112461	Serine/threonine-protein kinase ULK1 OS=Mus musculus OX=10090 GN=Ulk1 PE=1 SV=1	3	3	1.000	2	1	0	2	1	0	2.000	1.000	0.000
567	1	sp|O70422|TF2H4_MOUSE	 	 	 	 	9.9	463	52224	General transcription factor IIH subunit 4 OS=Mus musculus OX=10090 GN=Gtf2h4 PE=1 SV=1	8	8	1.000	4	1	3	4	1	3	4.000	1.000	3.000
568	1	sp|O70435|PSA3_MOUSE	 	 	 	 	40.0	255	28405	Proteasome subunit alpha type-3 OS=Mus musculus OX=10090 GN=Psma3 PE=1 SV=3	73	73	1.000	26	26	21	26	26	21	26.000	26.000	21.000
569	1	sp|O70439|STX7_MOUSE	 	 	 	 	18.4	261	29820	Syntaxin-7 OS=Mus musculus OX=10090 GN=Stx7 PE=1 SV=3	11	11	1.000	4	2	5	4	2	5	4.000	2.000	5.000
570	1	sp|O70443|GNAZ_MOUSE	 	 	sp|O70443|GNAZ_MOUSE, sp|P21278|GNA11_MOUSE, sp|P21279|GNAQ_MOUSE, sp|P27600|GNA12_MOUSE, sp|P27601|GNA13_MOUSE	 	4.2	355	40849	Guanine nucleotide-binding protein G(z) subunit alpha OS=Mus musculus OX=10090 GN=Gnaz PE=1 SV=4	12	3	0.250	5	4	3	1	1	1	1.154	1.097	1.087
571	1	sp|O70451|MOT2_MOUSE	 	 	 	 	6.2	484	52603	Monocarboxylate transporter 2 OS=Mus musculus OX=10090 GN=Slc16a7 PE=1 SV=1	13	13	1.000	4	4	5	4	4	5	4.000	4.000	5.000
572	1	sp|O70475|UGDH_MOUSE	 	 	 	 	45.8	493	54831	UDP-glucose 6-dehydrogenase OS=Mus musculus OX=10090 GN=Ugdh PE=1 SV=1	146	146	1.000	49	51	46	49	51	46	49.000	51.000	46.000
573	1	sp|O70480|VAMP4_MOUSE	 	 	 	 	18.4	141	16353	Vesicle-associated membrane protein 4 OS=Mus musculus OX=10090 GN=Vamp4 PE=1 SV=1	12	12	1.000	4	3	5	4	3	5	4.000	3.000	5.000
574	1	sp|O70481|UBR1_MOUSE	 	 	 	 	4.0	1757	200238	E3 ubiquitin-protein ligase UBR1 OS=Mus musculus OX=10090 GN=Ubr1 PE=1 SV=2	9	9	1.000	4	4	1	4	4	1	4.000	4.000	1.000
575	1	sp|O70492|SNX3_MOUSE	 	 	sp|O70492|SNX3_MOUSE, sp|O70493|SNX12_MOUSE	 	48.1	162	18757	Sorting nexin-3 OS=Mus musculus OX=10090 GN=Snx3 PE=1 SV=3	38	29	0.763	12	13	13	9	10	10	10.688	11.765	11.765
576	1	sp|O70493|SNX12_MOUSE	 	 	sp|O70492|SNX3_MOUSE, sp|O70493|SNX12_MOUSE	 	40.0	165	19116	Sorting nexin-12 OS=Mus musculus OX=10090 GN=Snx12 PE=1 SV=1	30	21	0.700	10	10	10	7	7	7	8.312	8.235	8.235
577	1	sp|O70496|CLCN7_MOUSE	 	 	 	 	3.9	803	88712	H(+)/Cl(-) exchange transporter 7 OS=Mus musculus OX=10090 GN=Clcn7 PE=1 SV=1	9	9	1.000	2	3	4	2	3	4	2.000	3.000	4.000
578	1	sp|O70503|DHB12_MOUSE	 	 	 	 	33.3	312	34741	Very-long-chain 3-oxoacyl-CoA reductase OS=Mus musculus OX=10090 GN=Hsd17b12 PE=1 SV=1	58	58	1.000	18	18	22	18	18	22	18.000	18.000	22.000
579	1	sp|O70551|SRPK1_MOUSE	 	 	 	 	14.7	648	73088	SRSF protein kinase 1 OS=Mus musculus OX=10090 GN=Srpk1 PE=1 SV=2	13	13	1.000	5	4	4	5	4	4	5.000	4.000	4.000
580	1	sp|O70566|DIAP2_MOUSE	 	 	 	 	14.1	1098	124869	Protein diaphanous homolog 2 OS=Mus musculus OX=10090 GN=Diaph2 PE=1 SV=2	32	32	1.000	10	10	12	10	10	12	10.000	10.000	12.000
581	1	sp|O70570|PIGR_MOUSE	 	 	 	 	37.7	771	84998	Polymeric immunoglobulin receptor OS=Mus musculus OX=10090 GN=Pigr PE=1 SV=1	78	78	1.000	26	26	26	26	26	26	26.000	26.000	26.000
582	1	sp|O70572|NSMA_MOUSE	 	 	 	 	20.5	419	47466	Sphingomyelin phosphodiesterase 2 OS=Mus musculus OX=10090 GN=Smpd2 PE=1 SV=1	19	19	1.000	6	8	5	6	8	5	6.000	8.000	5.000
583	1	sp|O70579|PM34_MOUSE	 	 	 	 	26.4	307	34412	Peroxisomal membrane protein PMP34 OS=Mus musculus OX=10090 GN=Slc25a17 PE=1 SV=1	18	18	1.000	5	8	5	5	8	5	5.000	8.000	5.000
584	1	sp|O70585|DTNB_MOUSE	 	 	 	 	11.2	659	74398	Dystrobrevin beta OS=Mus musculus OX=10090 GN=Dtnb PE=1 SV=3	19	19	1.000	5	7	7	5	7	7	5.000	7.000	7.000
585	1	sp|O70589|CSKP_MOUSE	 	 	 	 	19.0	926	105108	Peripheral plasma membrane protein CASK OS=Mus musculus OX=10090 GN=Cask PE=1 SV=2	49	49	1.000	18	17	14	18	17	14	18.000	17.000	14.000
586	1	sp|O70591|PFD2_MOUSE	 	 	 	 	41.6	154	16534	Prefoldin subunit 2 OS=Mus musculus OX=10090 GN=Pfdn2 PE=1 SV=2	13	13	1.000	6	4	3	6	4	3	6.000	4.000	3.000
587	1	sp|O88207|CO5A1_MOUSE	 	 	 	 	1.9	1838	183675	Collagen alpha-1(V) chain OS=Mus musculus OX=10090 GN=Col5a1 PE=1 SV=2	6	6	1.000	2	1	3	2	1	3	2.000	1.000	3.000
588	1	sp|O88271|CFDP1_MOUSE	 	 	 	 	21.4	295	32921	Craniofacial development protein 1 OS=Mus musculus OX=10090 GN=Cfdp1 PE=1 SV=1	17	17	1.000	6	5	6	6	5	6	6.000	5.000	6.000
589	1	sp|O88291|ZN326_MOUSE	 	 	 	 	18.8	580	65225	DBIRD complex subunit ZNF326 OS=Mus musculus OX=10090 GN=Znf326 PE=1 SV=1	23	23	1.000	7	6	10	7	6	10	7.000	6.000	10.000
590	1	sp|O88322|NID2_MOUSE	 	 	 	 	8.5	1403	153911	Nidogen-2 OS=Mus musculus OX=10090 GN=Nid2 PE=1 SV=2	22	22	1.000	8	9	5	8	9	5	8.000	9.000	5.000
591	1	sp|O88329|MYO1A_MOUSE	 	 	sp|O88329|MYO1A_MOUSE, sp|P46735|MYO1B_MOUSE, sp|Q9WTI7|MYO1C_MOUSE	 	4.5	1043	118693	Unconventional myosin-Ia OS=Mus musculus OX=10090 GN=Myo1a PE=2 SV=2	20	0	0.000	8	6	6	0	0	0	0.000	0.000	0.000
592	1	sp|O88342|WDR1_MOUSE	 	 	 	 	51.2	606	66406	WD repeat-containing protein 1 OS=Mus musculus OX=10090 GN=Wdr1 PE=1 SV=3	102	102	1.000	35	33	34	35	33	34	35.000	33.000	34.000
593	1	sp|O88343|S4A4_MOUSE	 	 	 	 	12.2	1079	121482	Electrogenic sodium bicarbonate cotransporter 1 OS=Mus musculus OX=10090 GN=Slc4a4 PE=1 SV=2	28	26	0.929	8	10	10	8	9	9	8.000	10.000	10.000
594	1	sp|O88351|IKKB_MOUSE	 	 	sp|O88351|IKKB_MOUSE, sp|Q60680|IKKA_MOUSE	 	19.3	757	86689	Inhibitor of nuclear factor kappa-B kinase subunit beta OS=Mus musculus OX=10090 GN=Ikbkb PE=1 SV=1	25	22	0.880	8	9	8	7	8	7	7.438	8.615	7.583
595	1	sp|O88384|VTI1B_MOUSE	 	 	 	 	38.4	232	26713	Vesicle transport through interaction with t-SNAREs homolog 1B OS=Mus musculus OX=10090 GN=Vti1b PE=1 SV=1	19	19	1.000	7	6	6	7	6	6	7.000	6.000	6.000
596	1	sp|O88393|TGBR3_MOUSE	 	 	 	 	2.6	850	93827	Transforming growth factor beta receptor type 3 OS=Mus musculus OX=10090 GN=Tgfbr3 PE=1 SV=1	5	5	1.000	2	2	1	2	2	1	2.000	2.000	1.000
597	1	sp|O88425|NDK6_MOUSE	 	 	 	 	10.6	189	21778	Nucleoside diphosphate kinase 6 OS=Mus musculus OX=10090 GN=Nme6 PE=1 SV=1	3	3	1.000	1	0	2	1	0	2	1.000	0.000	2.000
598	1	sp|O88428|PAPS2_MOUSE	 	 	sp|O88428|PAPS2_MOUSE, sp|Q60967|PAPS1_MOUSE	 	54.1	621	70350	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2 OS=Mus musculus OX=10090 GN=Papss2 PE=1 SV=2	181	166	0.917	64	51	66	58	48	60	63.194	50.483	65.143
599	1	sp|O88441|MTX2_MOUSE	 	 	 	 	26.6	263	29758	Metaxin-2 OS=Mus musculus OX=10090 GN=Mtx2 PE=1 SV=1	22	22	1.000	6	8	8	6	8	8	6.000	8.000	8.000
600	1	sp|O88447|KLC1_MOUSE	 	 	sp|O88447|KLC1_MOUSE, sp|O88448|KLC2_MOUSE, sp|Q9DBS5|KLC4_MOUSE	 	15.3	541	61449	Kinesin light chain 1 OS=Mus musculus OX=10090 GN=Klc1 PE=1 SV=3	14	6	0.429	5	5	4	2	2	2	2.336	2.451	2.300
601	1	sp|O88448|KLC2_MOUSE	 	 	sp|O88447|KLC1_MOUSE, sp|O88448|KLC2_MOUSE, sp|Q9DBS5|KLC4_MOUSE	 	13.4	599	66662	Kinesin light chain 2 OS=Mus musculus OX=10090 GN=Klc2 PE=1 SV=1	14	7	0.500	6	3	5	3	1	3	3.492	1.155	3.431
603	1	sp|O88455|DHCR7_MOUSE	 	 	 	 	17.4	471	53918	7-dehydrocholesterol reductase OS=Mus musculus OX=10090 GN=Dhcr7 PE=1 SV=1	41	41	1.000	14	14	13	14	14	13	14.000	14.000	13.000
604	1	sp|O88456|CPNS1_MOUSE	 	 	 	 	13.8	268	28406	Calpain small subunit 1 OS=Mus musculus OX=10090 GN=Capns1 PE=1 SV=2	13	13	1.000	5	4	4	5	4	4	5.000	4.000	4.000
605	1	sp|O88487|DC1I2_MOUSE	 	 	 	 	19.1	612	68393	Cytoplasmic dynein 1 intermediate chain 2 OS=Mus musculus OX=10090 GN=Dync1i2 PE=1 SV=1	33	33	1.000	13	10	10	13	10	10	13.000	10.000	10.000
606	1	sp|O88520|SHOC2_MOUSE	 	 	 	 	16.3	582	64892	Leucine-rich repeat protein SHOC-2 OS=Mus musculus OX=10090 GN=Shoc2 PE=1 SV=2	14	14	1.000	6	3	5	6	3	5	6.000	3.000	5.000
607	1	sp|O88522|NEMO_MOUSE	 	 	 	 	19.7	412	47972	NF-kappa-B essential modulator OS=Mus musculus OX=10090 GN=Ikbkg PE=1 SV=2	14	14	1.000	5	4	5	5	4	5	5.000	4.000	5.000
608	1	sp|O88531|PPT1_MOUSE	 	 	 	 	26.8	306	34490	Palmitoyl-protein thioesterase 1 OS=Mus musculus OX=10090 GN=Ppt1 PE=1 SV=2	24	24	1.000	7	8	9	7	8	9	7.000	8.000	9.000
609	1	sp|O88532|ZFR_MOUSE	 	 	 	 	12.4	1074	116858	Zinc finger RNA-binding protein OS=Mus musculus OX=10090 GN=Zfr PE=1 SV=2	35	35	1.000	10	13	12	10	13	12	10.000	13.000	12.000
610	1	sp|O88533|DDC_MOUSE	 	 	 	 	31.9	480	53873	Aromatic-L-amino-acid decarboxylase OS=Mus musculus OX=10090 GN=Ddc PE=1 SV=1	98	98	1.000	39	28	31	39	28	31	39.000	28.000	31.000
611	1	sp|O88543|CSN3_MOUSE	 	 	 	 	25.1	423	47832	COP9 signalosome complex subunit 3 OS=Mus musculus OX=10090 GN=Cops3 PE=1 SV=3	34	34	1.000	11	10	13	11	10	13	11.000	10.000	13.000
612	1	sp|O88544|CSN4_MOUSE	 	 	 	 	55.7	406	46284	COP9 signalosome complex subunit 4 OS=Mus musculus OX=10090 GN=Cops4 PE=1 SV=1	63	63	1.000	24	19	20	24	19	20	24.000	19.000	20.000
613	1	sp|O88545|CSN6_MOUSE	 	 	 	 	31.5	324	35880	COP9 signalosome complex subunit 6 OS=Mus musculus OX=10090 GN=Cops6 PE=1 SV=1	27	27	1.000	9	10	8	9	10	8	9.000	10.000	8.000
614	1	sp|O88551|CLD1_MOUSE	 	 	 	 	14.7	211	22881	Claudin-1 OS=Mus musculus OX=10090 GN=Cldn1 PE=1 SV=1	3	3	1.000	0	2	1	0	2	1	0.000	2.000	1.000
615	1	sp|O88569|ROA2_MOUSE	 	 	sp|O88569|ROA2_MOUSE, sp|P49312|ROA1_MOUSE, sp|Q8BG05|ROA3_MOUSE, sp|Q9CX86|ROA0_MOUSE	 	60.6	353	37402	Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Mus musculus OX=10090 GN=Hnrnpa2b1 PE=1 SV=2	291	253	0.869	98	98	95	85	86	82	93.222	93.331	89.260
616	1	sp|O88587|COMT_MOUSE	 	 	 	 	38.5	265	29486	Catechol O-methyltransferase OS=Mus musculus OX=10090 GN=Comt PE=1 SV=2	115	115	1.000	43	36	36	43	36	36	43.000	36.000	36.000
617	1	sp|O88597|BECN1_MOUSE	 	 	 	 	11.4	448	51588	Beclin-1 OS=Mus musculus OX=10090 GN=Becn1 PE=1 SV=3	13	13	1.000	5	3	5	5	3	5	5.000	3.000	5.000
618	1	sp|O88622|PARG_MOUSE	 	 	 	 	4.5	969	109322	Poly(ADP-ribose) glycohydrolase OS=Mus musculus OX=10090 GN=Parg PE=1 SV=2	7	7	1.000	3	2	2	3	2	2	3.000	2.000	2.000
619	1	sp|O88630|GOSR1_MOUSE	 	 	 	 	18.0	250	28489	Golgi SNAP receptor complex member 1 OS=Mus musculus OX=10090 GN=Gosr1 PE=1 SV=2	16	16	1.000	5	6	5	5	6	5	5.000	6.000	5.000
620	1	sp|O88668|CREG1_MOUSE	 	 	 	 	8.6	220	24452	Protein CREG1 OS=Mus musculus OX=10090 GN=Creg1 PE=1 SV=1	17	17	1.000	7	5	5	7	5	5	7.000	5.000	5.000
621	1	sp|O88685|PRS6A_MOUSE	 	 	 	 	55.0	442	49548	26S proteasome regulatory subunit 6A OS=Mus musculus OX=10090 GN=Psmc3 PE=1 SV=2	117	117	1.000	41	34	42	41	34	42	41.000	34.000	42.000
622	1	sp|O88696|CLPP_MOUSE	 	 	 	 	39.7	272	29800	ATP-dependent Clp protease proteolytic subunit, mitochondrial OS=Mus musculus OX=10090 GN=Clpp PE=1 SV=1	48	48	1.000	17	17	14	17	17	14	17.000	17.000	14.000
623	1	sp|O88697|STK16_MOUSE	 	 	 	 	11.5	305	34381	Serine/threonine-protein kinase 16 OS=Mus musculus OX=10090 GN=Stk16 PE=1 SV=3	6	6	1.000	2	2	2	2	2	2	2.000	2.000	2.000
624	1	sp|O88712|CTBP1_MOUSE	 	 	sp|O88712|CTBP1_MOUSE, sp|P56546|CTBP2_MOUSE	 	20.4	441	47744	C-terminal-binding protein 1 OS=Mus musculus OX=10090 GN=Ctbp1 PE=1 SV=2	31	15	0.484	10	11	10	5	5	5	8.571	10.000	8.571
625	1	sp|O88735|MAP7_MOUSE	 	 	 	 	11.5	730	82021	Ensconsin OS=Mus musculus OX=10090 GN=Map7 PE=1 SV=1	20	20	1.000	7	6	7	7	6	7	7.000	6.000	7.000
626	1	sp|O88736|DHB7_MOUSE	 	 	 	 	18.0	334	37316	3-keto-steroid reductase/17-beta-hydroxysteroid dehydrogenase 7 OS=Mus musculus OX=10090 GN=Hsd17b7 PE=1 SV=1	18	18	1.000	7	6	5	7	6	5	7.000	6.000	5.000
627	1	sp|O88738|BIRC6_MOUSE	 	 	 	 	8.5	4882	532164	Dual E2 ubiquitin-conjugating enzyme/E3 ubiquitin-protein ligase BIRC6 OS=Mus musculus OX=10090 GN=Birc6 PE=1 SV=2	78	78	1.000	28	29	21	28	29	21	28.000	29.000	21.000
628	1	sp|O88746|TOM1_MOUSE	 	 	 	 	29.7	492	54325	Target of Myb1 membrane trafficking protein OS=Mus musculus OX=10090 GN=Tom1 PE=1 SV=1	41	41	1.000	14	14	13	14	14	13	14.000	14.000	13.000
629	1	sp|O88783|FA5_MOUSE	 	 	 	 	5.5	2183	247227	Coagulation factor V OS=Mus musculus OX=10090 GN=F5 PE=1 SV=1	15	15	1.000	5	4	6	5	4	6	5.000	4.000	6.000
630	1	sp|O88792|JAM1_MOUSE	 	 	 	 	22.0	300	32423	Junctional adhesion molecule A OS=Mus musculus OX=10090 GN=F11r PE=1 SV=2	21	21	1.000	9	6	6	9	6	6	9.000	6.000	6.000
631	1	sp|O88796|RPP30_MOUSE	 	 	 	 	15.7	268	29473	Ribonuclease P protein subunit p30 OS=Mus musculus OX=10090 GN=Rpp30 PE=1 SV=1	7	7	1.000	4	2	1	4	2	1	4.000	2.000	1.000
632	1	sp|O88811|STAM2_MOUSE	 	 	sp|O88811|STAM2_MOUSE, sp|P70297|STAM1_MOUSE	 	19.3	523	57454	Signal transducing adapter molecule 2 OS=Mus musculus OX=10090 GN=Stam2 PE=1 SV=1	19	18	0.947	8	8	3	8	7	3	8.000	7.500	3.000
633	1	sp|O88822|SC5D_MOUSE	 	 	 	 	8.4	299	35062	Lathosterol oxidase OS=Mus musculus OX=10090 GN=Sc5d PE=2 SV=2	5	5	1.000	1	2	2	1	2	2	1.000	2.000	2.000
634	1	sp|O88829|SIAT9_MOUSE	 	 	 	 	15.5	414	47359	Lactosylceramide alpha-2,3-sialyltransferase OS=Mus musculus OX=10090 GN=St3gal5 PE=1 SV=2	14	14	1.000	5	3	6	5	3	6	5.000	3.000	6.000
636	1	sp|O88843|CRADD_MOUSE	 	 	 	 	14.1	199	22656	Death domain-containing protein CRADD OS=Mus musculus OX=10090 GN=Cradd PE=1 SV=2	4	4	1.000	2	1	1	2	1	1	2.000	1.000	1.000
637	1	sp|O88844|IDHC_MOUSE	 	 	sp|O88844|IDHC_MOUSE, sp|P54071|IDHP_MOUSE	 	66.7	414	46674	Isocitrate dehydrogenase [NADP] cytoplasmic OS=Mus musculus OX=10090 GN=Idh1 PE=1 SV=2	450	421	0.936	142	154	154	132	143	146	138.735	150.183	151.382
638	1	sp|O88851|RBBP9_MOUSE	 	 	 	 	54.8	186	20911	Putative hydrolase RBBP9 OS=Mus musculus OX=10090 GN=Rbbp9 PE=1 SV=2	29	29	1.000	10	10	9	10	10	9	10.000	10.000	9.000
639	1	sp|O88856|TPST2_MOUSE	 	 	 	 	8.8	376	42067	Protein-tyrosine sulfotransferase 2 OS=Mus musculus OX=10090 GN=Tpst2 PE=1 SV=1	6	6	1.000	2	2	2	2	2	2	2.000	2.000	2.000
640	1	sp|O88874|CCNK_MOUSE	 	 	 	 	6.3	554	61363	Cyclin-K OS=Mus musculus OX=10090 GN=Ccnk PE=1 SV=3	5	5	1.000	2	2	1	2	2	1	2.000	2.000	1.000
641	1	sp|O88876|DHRS3_MOUSE	 	 	 	 	31.1	302	33652	Short-chain dehydrogenase/reductase 3 OS=Mus musculus OX=10090 GN=Dhrs3 PE=1 SV=2	32	32	1.000	13	8	11	13	8	11	13.000	8.000	11.000
642	1	sp|O88908|SOAT2_MOUSE	 	 	 	 	16.0	525	60597	Sterol O-acyltransferase 2 OS=Mus musculus OX=10090 GN=Soat2 PE=1 SV=2	29	29	1.000	11	9	9	11	9	9	11.000	9.000	9.000
643	1	sp|O88947|FA10_MOUSE	 	 	 	 	16.0	481	54017	Coagulation factor X OS=Mus musculus OX=10090 GN=F10 PE=1 SV=1	21	21	1.000	7	6	8	7	6	8	7.000	6.000	8.000
644	1	sp|O88952|LIN7C_MOUSE	 	 	sp|O88952|LIN7C_MOUSE, sp|Q5ND29|RILP_MOUSE, sp|Q8JZS0|LIN7A_MOUSE	 	23.9	197	21834	Protein lin-7 homolog C OS=Mus musculus OX=10090 GN=Lin7c PE=1 SV=2	21	12	0.571	7	7	7	4	4	4	4.944	4.748	4.865
645	1	sp|O88958|GNPI1_MOUSE	 	 	 	 	44.6	289	32549	Glucosamine-6-phosphate isomerase 1 OS=Mus musculus OX=10090 GN=Gnpda1 PE=1 SV=3	31	31	1.000	8	12	11	8	12	11	8.000	12.000	11.000
646	1	sp|O88962|CP8B1_MOUSE	 	 	 	 	36.2	500	57706	7-alpha-hydroxycholest-4-en-3-one 12-alpha-hydroxylase OS=Mus musculus OX=10090 GN=Cyp8b1 PE=1 SV=1	83	83	1.000	30	25	28	30	25	28	30.000	25.000	28.000
647	1	sp|O88967|YMEL1_MOUSE	 	 	 	 	33.4	715	80027	ATP-dependent zinc metalloprotease YME1L1 OS=Mus musculus OX=10090 GN=Yme1l1 PE=1 SV=1	57	57	1.000	22	18	17	22	18	17	22.000	18.000	17.000
648	1	sp|O88974|SETB1_MOUSE	 	 	 	 	2.0	1307	144547	Histone-lysine N-methyltransferase SETDB1 OS=Mus musculus OX=10090 GN=Setdb1 PE=1 SV=1	4	4	1.000	3	0	1	3	0	1	3.000	0.000	1.000
649	1	sp|O88983|STX8_MOUSE	 	 	 	 	25.4	236	26925	Syntaxin-8 OS=Mus musculus OX=10090 GN=Stx8 PE=1 SV=1	13	13	1.000	4	4	5	4	4	5	4.000	4.000	5.000
650	1	sp|O88986|KBL_MOUSE	 	 	 	 	39.7	416	44930	2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial OS=Mus musculus OX=10090 GN=Gcat PE=1 SV=2	67	67	1.000	21	26	20	21	26	20	21.000	26.000	20.000
651	1	sp|O89001|CBPD_MOUSE	 	 	 	 	6.2	1377	152404	Carboxypeptidase D OS=Mus musculus OX=10090 GN=Cpd PE=1 SV=2	8	8	1.000	1	6	1	1	6	1	1.000	6.000	1.000
652	1	sp|O89016|ABCD4_MOUSE	 	 	 	 	10.6	606	68582	Lysosomal cobalamin transporter ABCD4 OS=Mus musculus OX=10090 GN=Abcd4 PE=1 SV=2	10	10	1.000	4	4	2	4	4	2	4.000	4.000	2.000
653	1	sp|O89017|LGMN_MOUSE	 	 	 	 	11.0	435	49372	Legumain OS=Mus musculus OX=10090 GN=Lgmn PE=1 SV=1	29	29	1.000	12	10	7	12	10	7	12.000	10.000	7.000
654	1	sp|O89020|AFAM_MOUSE	 	 	 	 	25.2	608	69378	Afamin OS=Mus musculus OX=10090 GN=Afm PE=1 SV=2	39	39	1.000	17	12	10	17	12	10	17.000	12.000	10.000
655	1	sp|O89023|TPP1_MOUSE	 	 	 	 	12.3	562	61341	Tripeptidyl-peptidase 1 OS=Mus musculus OX=10090 GN=Tpp1 PE=1 SV=2	19	19	1.000	5	10	4	5	10	4	5.000	10.000	4.000
656	1	sp|O89032|SPD2A_MOUSE	 	 	sp|A2AAY5|SPD2B_MOUSE, sp|O89032|SPD2A_MOUSE	 	4.2	1124	124200	SH3 and PX domain-containing protein 2A OS=Mus musculus OX=10090 GN=Sh3pxd2a PE=1 SV=2	6	3	0.500	4	1	1	3	0	0	3.750	0.000	0.000
657	1	sp|O89050|MKLN1_MOUSE	 	 	 	 	2.9	735	84877	Muskelin OS=Mus musculus OX=10090 GN=Mkln1 PE=1 SV=1	4	4	1.000	0	2	2	0	2	2	0.000	2.000	2.000
658	1	sp|O89051|ITM2B_MOUSE	 	 	 	 	30.1	266	30260	Integral membrane protein 2B OS=Mus musculus OX=10090 GN=Itm2b PE=1 SV=1	16	16	1.000	6	4	6	6	4	6	6.000	4.000	6.000
659	1	sp|O89053|COR1A_MOUSE	 	 	sp|O89053|COR1A_MOUSE, sp|Q9WUM4|COR1C_MOUSE	 	20.2	461	50989	Coronin-1A OS=Mus musculus OX=10090 GN=Coro1a PE=1 SV=5	34	31	0.912	11	11	12	10	10	11	10.333	10.333	11.355
660	1	sp|O89079|COPE_MOUSE	 	 	 	 	26.3	308	34567	Coatomer subunit epsilon OS=Mus musculus OX=10090 GN=Cope PE=1 SV=3	25	25	1.000	7	10	8	7	10	8	7.000	10.000	8.000
661	1	sp|O89086|RBM3_MOUSE	 	 	 	 	30.1	153	16605	RNA-binding protein 3 OS=Mus musculus OX=10090 GN=Rbm3 PE=1 SV=1	8	8	1.000	2	5	1	2	5	1	2.000	5.000	1.000
662	1	sp|O89106|FHIT_MOUSE	 	 	 	 	36.7	150	17234	Bis(5'-adenosyl)-triphosphatase OS=Mus musculus OX=10090 GN=Fhit PE=1 SV=3	21	21	1.000	9	6	6	9	6	6	9.000	6.000	6.000
663	1	sp|O89110|CASP8_MOUSE	 	 	 	 	26.0	480	55356	Caspase-8 OS=Mus musculus OX=10090 GN=Casp8 PE=1 SV=1	36	36	1.000	13	11	12	13	11	12	13.000	11.000	12.000
664	1	sp|O89112|LANC1_MOUSE	 	 	 	 	17.3	399	45341	Glutathione S-transferase LANCL1 OS=Mus musculus OX=10090 GN=Lancl1 PE=1 SV=1	21	21	1.000	8	5	8	8	5	8	8.000	5.000	8.000
665	1	sp|O89116|VTI1A_MOUSE	 	 	 	 	23.5	217	24986	Vesicle transport through interaction with t-SNAREs homolog 1A OS=Mus musculus OX=10090 GN=Vti1a PE=1 SV=1	10	10	1.000	3	4	3	3	4	3	3.000	4.000	3.000
668	1	sp|P00329|ADH1_MOUSE	 	 	 	 	42.1	375	39771	Alcohol dehydrogenase 1 OS=Mus musculus OX=10090 GN=Adh1 PE=1 SV=2	697	697	1.000	228	239	230	228	239	230	228.000	239.000	230.000
669	1	sp|P00375|DYR_MOUSE	 	 	 	 	66.8	187	21606	Dihydrofolate reductase OS=Mus musculus OX=10090 GN=Dhfr PE=1 SV=3	80	80	1.000	30	25	25	30	25	25	30.000	25.000	25.000
670	1	sp|P00397|COX1_MOUSE	 	 	 	 	7.6	514	56909	Cytochrome c oxidase subunit 1 OS=Mus musculus OX=10090 GN=Mtco1 PE=1 SV=2	12	12	1.000	3	7	2	3	7	2	3.000	7.000	2.000
671	1	sp|P00405|COX2_MOUSE	 	 	 	 	30.8	227	25976	Cytochrome c oxidase subunit 2 OS=Mus musculus OX=10090 GN=Mtco2 PE=1 SV=1	195	195	1.000	70	57	68	70	57	68	70.000	57.000	68.000
672	1	sp|P00493|HPRT_MOUSE	 	 	 	 	61.9	218	24570	Hypoxanthine-guanine phosphoribosyltransferase OS=Mus musculus OX=10090 GN=Hprt1 PE=1 SV=3	51	51	1.000	15	16	20	15	16	20	15.000	16.000	20.000
673	1	sp|P00687|AMY1_MOUSE	 	 	 	 	19.6	511	57643	Alpha-amylase 1 OS=Mus musculus OX=10090 GN=Amy1 PE=1 SV=2	18	18	1.000	7	8	3	7	8	3	7.000	8.000	3.000
674	1	sp|P00848|ATP6_MOUSE	 	 	 	 	8.4	226	25095	ATP synthase subunit a OS=Mus musculus OX=10090 GN=Mtatp6 PE=1 SV=1	24	24	1.000	7	9	8	7	9	8	7.000	9.000	8.000
